description,monthly_installment,list_price,model,milleage,gear_type,location
2012 Honda Civic 1.8 S-L Sedan - Free 1 Year Warranty,RM 511 / month,"RM 39,400",Honda Civic,175 - 180K KM,Automatic,"Penang , Bayan Lepas",,,,,,
2021 Perodua Alza 1.5 EZ MPV,RM 653 / month,"RM 50,400",Perodua Alza,88596 KM,Automatic,"Kedah , Alor Setar",,,,,,
2015 Suzuki Swift 1.4 GLX Hatchback - ORI FACELIFT KEYLESS...,RM 349 / month,"RM 26,888",Suzuki Swift,90 - 95K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2015 Proton Perdana 2.0 E Sedan - ORI 1 OWNER 1 YR WARRANT...,RM 310 / month,"RM 23,888",Proton Perdana,100 - 105K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2014 Toyota Corolla Altis 2.0 V Sedan - ORI LED DRL 1 OWNE...,RM 530 / month,"RM 40,888",Toyota Corolla Altis,100 - 105K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2020 BMW 330i 2.0 M Sport Sedan - FACELIFT PS5 Tyres,"RM 1,802 / month","RM 138,999",BMW 330i,85 - 90K KM,Automatic,"Kuala Lumpur , Jalan Puchong",,,,,,
2013/2014 Mazda 6 2.5 SKYACTIV-G Sedan - ORI13 14 SUNROOF ...,RM 387 / month,"RM 29,888",Mazda 6,100 - 105K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2015 Kia Rio 1.4 SX Hatchback - ORI FACELIFT 1 OWNER 1 YR ...,RM 323 / month,"RM 24,888",Kia Rio,90 - 95K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2018 Volkswagen Passat 2.0 TSI Highline Sedan - ORI 380 1 ...,RM 841 / month,"RM 64,888",Volkswagen Passat,80 - 85K KM,Automatic,"Selangor , Serdang",,,,,,
2017 Hyundai Elantra 2.0 Dynamic Sedan - ORI MPI EXECUTIVE...,RM 556 / month,"RM 42,888",Hyundai Elantra,70 - 75K KM,Automatic,"Selangor , Serdang",,,,,,
2019 Peugeot 208 1.2 PureTech Hatchback - ORI FACELIFT 1 O...,RM 310 / month,"RM 23,888",Peugeot 208,70 - 75K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2015 Hyundai Sonata 2.0 Executive Sedan - ORI HS PANAROMIC...,RM 426 / month,"RM 32,888",Hyundai Sonata,95 - 100K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2016 Mitsubishi Outlander 2.4 SUV - ORI MIVEC CBU SUNROOF ...,RM 569 / month,"RM 43,888",Mitsubishi Outlander,80 - 85K KM,Automatic,"Selangor , Serdang",,,,,,
2014/2016 Volkswagen Passat 1.8 TSI Sedan - ORI14 ENHANCED...,RM 258 / month,"RM 19,888",Volkswagen Passat,80 - 85K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2016 Mazda CX-5 2.0 SKYACTIV-G GLS SUV - ORI16 FACELIFT LE...,RM 556 / month,"RM 42,888",Mazda CX-5,90 - 95K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2017 Volkswagen Jetta 1.4 TSI Comfortline Sedan - ORI ENHA...,RM 387 / month,"RM 29,888",Volkswagen Jetta,80 - 85K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2023 Smart #1 BRABUS SUV - 1 BEATS SUNROOF WARRANTY TILL 2...,"RM 1,996 / month","RM 153,999",BRABUS,20 - 25K KM,Automatic,"Kuala Lumpur , Jalan Puchong",,,,,,
2013 Ford Focus 2.0 Sport Plus Hatchback - ORI13 S SUNROOF...,RM 180 / month,"RM 13,888",Ford Focus,110 - 115K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2018/2021 Mercedes-Benz AMG CLA45 2.0 4MATIC Coupe,"RM 2,072 / month","RM 159,800",Mercedes-Benz AMG CLA45,75 - 80K KM,Automatic,"Johor , Skudai",,,,,,
2021 Mercedes-Benz E300 2.0 AMG Line Sedan,"RM 3,018 / month","RM 232,800",Mercedes-Benz E300,35 - 40K KM,Automatic,"Johor , Skudai",,,,,,
2019/2023 Mercedes-Benz CLA180 1.6 Shooting Brake Wagon   ...,"RM 1,553 / month","RM 119,800",Mercedes-Benz CLA180,40 - 45K KM,Automatic,"Johor , Skudai",,,,,,
2020 Perodua Myvi 1.5 AV Hatchback,RM 516 / month,"RM 39,800",Perodua Myvi,45 - 50K KM,Automatic,"Johor , Johor Bahru",,,,,,
2010 Toyota Hilux 2.5 G Dual Cab Pickup - DOUBLE CAB A FUL...,RM 437 / month,"RM 33,700",Toyota Hilux,65 - 70K KM,Automatic,"Selangor , Klang",,,,,,
2016 Toyota Sienta 1.5 V MPV - A (V) MINI-VAN DUAL VVT-i C...,RM 517 / month,"RM 39,900",Toyota Sienta,110 - 115K KM,Automatic,"Sabah , Sandakan",,,,,,
2025 Perodua AXIA 1.0 X Hatchback - A - 1000 MY23 D74A D-C...,RM 516 / month,"RM 39,800",Perodua AXIA,15 - 20K KM,Automatic,"Sabah , Sandakan",,,,,,
2020 Perodua AXIA 1.0 E Hatchback - M - 1000 FACELIFT (MT)...,RM 279 / month,"RM 21,500",Perodua AXIA,115 - 120K KM,Manual,"Sabah , Sandakan",,,,,,
2018/2019 Mitsubishi Triton 2.4 VGT Dual Cab 4X4 Pickup - ...,RM 647 / month,"RM 49,900",Mitsubishi Triton,120 - 125K KM,Manual,"Sabah , Sandakan",,,,,,
2017 Perodua Bezza 1.3 X Premium Sedan - A - 1300 (SPORTY ...,RM 451 / month,"RM 34,800",Perodua Bezza,85 - 90K KM,Automatic,"Sabah , Sandakan",,,,,,
2019 Toyota Hilux 2.8 L-Edition Dual Cab Pickup - DOUBLE C...,"RM 1,294 / month","RM 99,800",Toyota Hilux,75 - 80K KM,Automatic,"Sabah , Sandakan",,,,,,
2016 Isuzu D-Max 2.5 Dual Cab 4X4 Pickup - DOUBLE CAB A TU...,RM 749 / month,"RM 57,800",Isuzu D-Max,150 - 155K KM,Automatic,"Sabah , Sandakan",,,,,,
2016 Toyota Avanza 1.5 G MPV - A (G) DUAL VVT-i FACELIFT (...,RM 647 / month,"RM 49,900",Toyota Avanza,125 - 130K KM,Automatic,"Sabah , Sandakan",,,,,,
2019 Toyota Avanza 1.5 S MPV - A (S) DUAL VVT-i FACELIFT (...,RM 814 / month,"RM 62,800",Toyota Avanza,165 - 170K KM,Automatic,"Sabah , Sandakan",,,,,,
2018 Nissan Navara 2.5 NP300 SE Dual Cab Pickup - NP300 DO...,RM 762 / month,"RM 58,800",Nissan Navara,110 - 115K KM,Automatic,"Sabah , Sandakan",,,,,,
2019/2020 Proton X70 1.8 Premium SUV - (Reg 2020) A L TGDI...,RM 646 / month,"RM 49,800",Proton X70,45 - 50K KM,Automatic,"Sabah , Sandakan",,,,,,
2013 Toyota Hilux 3.0 G VNT Dual Cab Pickup - DOUBLE CAB A...,RM 710 / month,"RM 54,800",Toyota Hilux,75 - 80K KM,Automatic,"Sabah , Sandakan",,,,,,
2018 Isuzu D-Max 2.5 Dual Cab Pickup - DOUBLE CAB M TURBO ...,RM 827 / month,"RM 63,800",Isuzu D-Max,85 - 90K KM,Manual,"Sabah , Sandakan",,,,,,
2020 Proton Persona 1.6 Executive Sedan - A CVT FACELIFT (...,RM 425 / month,"RM 32,800",Proton Persona,125 - 130K KM,Automatic,"Sabah , Sandakan",,,,,,
2020 Toyota Rush 1.5 S SUV - A (S) L DUAL VVT-i FACELIFT (...,RM 777 / month,"RM 59,900",Toyota Rush,65 - 70K KM,Automatic,"Sabah , Sandakan",,,,,,
2018 Perodua AXIA 1.0 SE Hatchback - A - 1000 SPECIAL EDIT...,RM 388 / month,"RM 29,900",Perodua AXIA,135 - 140K KM,Automatic,"Sabah , Sandakan",,,,,,
2018 Perodua Alza 1.5 SE MPV - M - 1500 ZS FL FACELIFT (MT...,RM 477 / month,"RM 36,800",Perodua Alza,160 - 165K KM,Manual,"Sabah , Sandakan",,,,,,
2022 Perodua Myvi 1.5 AV Hatchback - A - 1500 ADVANCE ADV ...,RM 647 / month,"RM 49,900",Perodua Myvi,50 - 55K KM,Automatic,"Sabah , Sandakan",,,,,,
2023 Toyota Vios 1.5 G Sedan,RM 952 / month,"RM 73,400",Toyota Vios,35 - 40K KM,Automatic,"Kuala Lumpur , Kepong",,,,,,
2019 Toyota Yaris 1.5 E Hatchback,RM 731 / month,"RM 56,400",Toyota Yaris,70875 KM,Automatic,"Kedah , Alor Setar",,,,,,
2011 Perodua Alza 1.5 EZi (Special Metallic) MPV - (A) ADV...,RM 217 / month,"RM 16,700",Perodua Alza,155 - 160K KM,Automatic,"Kuala Lumpur , Old Klang Road",,,,,,
2021 Porsche 911 3.0 Carrera 4S Coupe - Black and Mojave B...,"RM 10,371 / month","RM 800,000",Porsche 911,50 - 55K KM,Automatic,"Kuala Lumpur , Kampung Baru",,,,,,
2016 Honda City 1.5 E Sedan - LOANKEDAI i-VTEC GM6 Keyless...,RM 451 / month,"RM 34,800",Honda City,80 - 85K KM,Automatic,"Selangor , Kajang",,,,,,
2016 Proton Preve 1.6 Executive (Metallic) Sedan,RM 252 / month,"RM 19,400",Proton Preve,125 - 130K KM,Automatic,"Penang , Bayan Lepas",,,,,,
2014 Honda City 1.5 S Plus Sedan - (AUTO) BLACKLIST CAN LO...,RM 310 / month,"RM 23,900",Honda City,150 - 155K KM,Automatic,"Selangor , Klang",,,,,,
2013 Honda CR-Z 1.5 Hybrid Hatchback - S NICE NUMBER PLATE...,RM 386 / month,"RM 29,800",Honda CR-Z,100 - 105K KM,Automatic,"Selangor , Klang",,,,,,
2015 Proton Preve 1.6 Executive Sedan,RM 239 / month,"RM 18,400",Proton Preve,125 - 130K KM,Automatic,"Penang , Bayan Lepas",,,,,,
2020 Proton Saga 1.3 Premium Sedan - (AUTO) BLACKLIST DEPO...,RM 271 / month,"RM 20,900",Proton Saga,80 - 85K KM,Automatic,"Selangor , Klang",,,,,,
2014 Honda Jazz 1.5 Hatchback - LOANKEDAI GE FACELIFT TipT...,RM 451 / month,"RM 34,800",Honda Jazz,100 - 105K KM,Automatic,"Selangor , Kajang",,,,,,
2013 Perodua Myvi 1.5 SE Hatchback - ZHS (A),RM 270 / month,"RM 20,800",Perodua Myvi,155 - 160K KM,Automatic,"Penang , Ayer Itam",,,,,,
2016 Nissan Almera 1.5 VL Sedan - (NISMO) (A),RM 309 / month,"RM 23,800",Nissan Almera,110 - 115K KM,Automatic,"Penang , Ayer Itam",,,,,,
2015 Honda Civic 2.0 S Sedan - P SHIFT (A) 1THN WARRANTY B...,RM 425 / month,"RM 32,800",Honda Civic,100 - 105K KM,Automatic,"Selangor , Klang",,,,,,
2015/2018 Toyota Alphard 3.5 G SA C Package MPV - SC JBL P...,"RM 1,945 / month","RM 150,000",Toyota Alphard,110 - 115K KM,Automatic,"Kuala Lumpur , Gombak",,,,,,
2012 BMW 328i 2.0 Sport Line Sedan,RM 454 / month,"RM 35,000",BMW 328i,125 - 130K KM,Automatic,"Selangor , Puchong",,,,,,
2024 Toyota Veloz 1.5 MPV - (A) WARRANTY TILL 2029,"RM 1,086 / month","RM 83,800",Toyota Veloz,20 - 25K KM,Automatic,"Perak , Ipoh",,,,,,
2022 Toyota Veloz 1.5 MPV - WARRANTY BY,"RM 1,022 / month","RM 78,800",Toyota Veloz,35 - 40K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2022 Mercedes-Benz GLE450 3.0 4MATIC AMG Line SUV - (Lowes...,"RM 3,747 / month","RM 289,000",Mercedes-Benz GLE450,80 - 85K KM,Automatic,"Kuala Lumpur , Bukit Damansara",,,,,,
2023 Toyota Vios 1.5 G Sedan - (A) WARRANTY TILL 2028,RM 957 / month,"RM 73,800",Toyota Vios,25 - 30K KM,Automatic,"Perak , Ipoh",,,,,,
2015 Mercedes-Benz S400L h 3.5 Sedan - MERCEDES BENZ FULLY...,RM 854 / month,"RM 65,900",Mercedes-Benz S400L,120 - 125K KM,Automatic,"Selangor , Ampang",,,,,,
2006 BMW 325i 2.5 Sports Sedan - E90 Magazine Facelift,RM 201 / month,"RM 15,500",BMW 325i,95 - 100K KM,Automatic,"Selangor , Ampang",,,,,,
2011 Toyota Hilux 2.5 G Dual Cab Pickup - (A) Turbo GR-Spo...,RM 512 / month,"RM 39,500",Toyota Hilux,95 - 100K KM,Automatic,"Selangor , Ampang",,,,,,
2006 Toyota Hilux 2.5 G Dual Cab Pickup - A Double Cab,RM 369 / month,"RM 28,500",Toyota Hilux,95 - 100K KM,Automatic,"Selangor , Ampang",,,,,,
2021 Perodua Myvi 1.5 AV Hatchback - (A) UNDER WARRANTY 3 ...,RM 473 / month,"RM 36,500",Perodua Myvi,85 - 90K KM,Automatic,"Selangor , Klang",,,,,,
"2019/2020 Honda HR-V 1.8 RS SUV - (A) F S ,TIP TOP CONDITI...",RM 879 / month,"RM 67,800",Honda HR-V,100 - 105K KM,Automatic,"Pahang , Kuantan",,,,,,
2018 Mercedes-Benz C200 1.5 Avantgarde Sedan,"RM 1,762 / month","RM 135,900",Mercedes-Benz C200,53085 KM,Automatic,"Penang , Perai",,,,,,
2024 Proton Saga 1.3 Standard Sedan,RM 477 / month,"RM 36,800",Proton Saga,19940 KM,Automatic,"Sarawak , Kuching",,,,,,
2021 Toyota Vios 1.5 G Sedan,RM 882 / month,"RM 68,000",Toyota Vios,56058 KM,Automatic,"Sarawak , Kuching",,,,,,
2019 Mazda 2 1.5 SKYACTIV-G Sedan,RM 681 / month,"RM 52,500",Mazda 2,138177 KM,Automatic,"Kuala Lumpur , Setiawangsa",,,,,,
,,,,,, ,,,,,,
,,,,,, ,,,,,,
2017 Honda City 1.5 V Sedan,RM 607 / month,"RM 46,800",Honda City,175 - 180K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2020 Honda HR-V 1.8 V SUV,RM 870 / month,"RM 67,100",Honda HR-V,76491 KM,Automatic,"Pahang , Kuantan",,,,,,
2017 Honda HR-V 1.8 S SUV,RM 595 / month,"RM 45,900",Honda HR-V,85 - 90K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2024 Perodua AXIA 1.0 G Hatchback,RM 462 / month,"RM 35,600",Perodua AXIA,20 - 25K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2023 Toyota Hilux 2.4 E Dual Cab Pickup,"RM 1,281 / month","RM 98,800",Toyota Hilux,30 - 35K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2018 Honda Civic 1.5 TC Sedan,"RM 1,010 / month","RM 77,900",Honda Civic,110 - 115K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2021 Perodua AXIA 1.0 SE Hatchback,RM 441 / month,"RM 34,000",Perodua AXIA,35 - 40K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2021 Perodua Ativa 1.0 AV SUV,RM 723 / month,"RM 55,800",Perodua Ativa,80 - 85K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2019 Honda HR-V 1.8 E SUV,RM 802 / month,"RM 61,900",Honda HR-V,64190 KM,Automatic,"Pahang , Kuantan",,,,,,
2021 Mazda CX-30 2.0 SKYACTIV-G High GVC Plus SUV - ( Full...,"RM 1,243 / month","RM 95,900",Mazda,50 - 55K KM,Automatic,"Johor , Johor Bahru",,,,,,
2023 Perodua Alza 1.5 AV MPV,RM 908 / month,"RM 70,000",Perodua Alza,21797 KM,Automatic,"Penang , Bayan Lepas",,,,,,
2020 Honda City 1.5 V Sedan,RM 770 / month,"RM 59,400",Honda City,74274 KM,Automatic,"Kuala Lumpur , Jinjang Kepong",,,,,,
2019 Honda CR-V 2.0 SUV,"RM 1,036 / month","RM 79,900",Honda CR-V,104081 KM,Automatic,"Penang , Perai",,,,,,
2019 Toyota Vios 1.5 E Sedan,RM 697 / month,"RM 53,800",Toyota Vios,82704 KM,Automatic,"Sarawak , Kuching",,,,,,
"2020 Mercedes-Benz C180 1.6 AMG Sports Package Coupe - , A...","RM 1,426 / month","RM 109,988",Mercedes-Benz C180,60 - 65K KM,Automatic,"Selangor , Ampang",,,,,,
"2022 Volvo XC40 2.0 T5 R-Design SUV - , TipTop Condition, ...","RM 1,530 / month","RM 117,988",Volvo,85 - 90K KM,Automatic,"Selangor , Ampang",,,,,,
"2017 Mercedes-Benz AMG CLA45 2.0 4MATIC Coupe - , Carbon F...","RM 1,812 / month","RM 139,788",Mercedes-Benz AMG CLA45,90 - 95K KM,Automatic,"Selangor , Ampang",,,,,,
2020 MINI Cooper 2.0 John Cooper Works 3 Door Hatchback - ...,"RM 1,814 / month","RM 139,888",MINI Cooper,55 - 60K KM,Automatic,"Selangor , Ampang",,,,,,
"2021 BMW X3 2.0 xDrive30i Luxury SUV - , TIPTOP CONDITION,...","RM 1,225 / month","RM 94,500",BMW X3,75 - 80K KM,Automatic,"Selangor , Ampang",,,,,,
2016 Audi A4 1.4 TFSI Sedan,RM 607 / month,"RM 46,800",Audi A4,85 - 90K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2022 Honda BR-V 1.5 V SUV - (A)V FullSpec-1Owner LowMileag...,RM 736 / month,"RM 56,800",Honda BR-V,40 - 45K KM,Automatic,"Penang , Butterworth",,,,,,
2020 Mercedes-Benz GLC250 2.0 4MATIC AMG Line Coupe - FACE...,"RM 1,774 / month","RM 136,800",Mercedes-Benz GLC250,85 - 90K KM,Automatic,"Kuala Lumpur , Old Klang Road",,,,,,
2018 BMW M4 3.0 Competition Coupe - (Lowest priced in mark...,"RM 3,228 / month","RM 249,000",BMW M4,60 - 65K KM,Automatic,"Kuala Lumpur , Bukit Damansara",,,,,,
2020 Porsche Taycan Turbo S Sedan - (Cheaper by market pri...,"RM 4,395 / month","RM 339,000",Porsche Taycan,30 - 35K KM,Automatic,"Kuala Lumpur , Bukit Damansara",,,,,,
2021 Honda Jazz 1.5 V Hatchback - SPEC (A) 45K KM MILEAGE ...,RM 839 / month,"RM 64,700",Honda Jazz,45 - 50K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2019 Ford Ranger 2.0 Raptor High Rider Dual Cab Pickup - R...,"RM 1,216 / month","RM 93,800",Ford Ranger,60 - 65K KM,Automatic,"Penang , Greenlane",,,,,,
2025 Proton Persona 1.6 Premium Sedan - PROMO SIAP OTR MIL...,RM 622 / month,"RM 47,988",Proton Persona,0 - 5K KM,Automatic,"Kuala Lumpur , Jln Ampang",,,,,,
2023 Perodua Bezza 1.3 X Sedan - PROMO SIAP OTR MILEAGE 9K...,RM 492 / month,"RM 37,988",Perodua Bezza,0 - 5K KM,Automatic,"Kuala Lumpur , Jln Ampang",,,,,,
2022 Perodua AXIA 1.0 E Hatchback - PROMO SIAP OTR MILEAGE...,RM 233 / month,"RM 17,988",Perodua AXIA,15 - 20K KM,Manual,"Kuala Lumpur , Jln Ampang",,,,,,
"2017 BMW M5 4.4 Sedan - Competition (Pristine condition, f...","RM 4,473 / month","RM 345,000",BMW M5,75 - 80K KM,Automatic,"Kuala Lumpur , Bukit Damansara",,,,,,
2022 BMW 740Le 3.0 xDrive M Sport Sedan - Local LCI Warran...,"RM 3,047 / month","RM 235,000",BMW 740Le,75 - 80K KM,Automatic,"Selangor , Petaling Jaya",,,,,,
2023 Mazda 3 2.0 SKYACTIV-G High Plus Sedan - (CONDITION L...,"RM 1,452 / month","RM 112,000",Mazda 3,35 - 40K KM,Automatic,"Johor , Johor Bahru",,,,,,
2016 Bentley Bentayga 6.0 W12 SUV - REGISTER 2018 HIGH SPE...,"RM 5,678 / month","RM 438,000",Bentley Bentayga,40 - 45K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2020 Mazda 3 1.5 SKYACTIV-G Hatchback - (FULL SERVICE RECO...,"RM 1,141 / month","RM 88,000",Mazda 3,60 - 65K KM,Automatic,"Johor , Johor Bahru",,,,,,
2017 Toyota Vios 1.5 E Sedan,RM 517 / month,"RM 39,900",Toyota Vios,85 - 90K KM,Automatic,"Penang , Jelutong",,,,,,
2019 Mercedes-Benz GLC300 2.0 4MATIC AMG Line Coupe,"RM 2,321 / month","RM 179,000",Mercedes-Benz GLC300,65 - 70K KM,Automatic,"Johor , Johor Bahru",,,,,,
2015 BMW 320i 2.0 Sport Line Sedan,RM 906 / month,"RM 69,900",BMW 320i,85 - 90K KM,Automatic,"Selangor , Bandar Puncak Alam",,,,,,
2011 Toyota Innova 2.0 G MPV - Loan Kedai DISEDIAKAN,RM 375 / month,"RM 28,900",Toyota Innova,130 - 135K KM,Automatic,"Penang , Jelutong",,,,,,
"2020 Porsche 718 2.0 Boxster Convertible - , Sport Chrono,...","RM 3,498 / month","RM 269,800",Porsche 718,60 - 65K KM,Manual,"Selangor , Ampang",,,,,,
2021 Mercedes-Benz AMG CLA45 2.0 S 4MATIC+ Coupe - S 4MATI...,"RM 3,021 / month","RM 233,000",Mercedes-Benz AMG CLA45,20 - 25K KM,Automatic,"Kuala Lumpur , Bukit Damansara",,,,,,
2008 Toyota Vios 1.5 E Sedan - Loan Kedai DISEDIAKAN,RM 310 / month,"RM 23,900",Toyota Vios,125 - 130K KM,Automatic,"Penang , Jelutong",,,,,,
2020 BMW 330e 2.0 M Sport Sedan - Warranty,"RM 1,359 / month","RM 104,800",BMW 330e,110 - 115K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2021 Nissan Almera 1.0 VLT Sedan - (A) 45K MILEAGE,RM 659 / month,"RM 50,800",Nissan Almera,45 - 50K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2019 Nissan Almera 1.5 E Sedan - (A) FACELIFT MODEL SERVIC...,RM 347 / month,"RM 26,800",Nissan Almera,65 - 70K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2021 Toyota Vios 1.5 G Sedan - 46K KM - Low Mileage Interi...,RM 723 / month,"RM 55,800",Toyota Vios,45 - 50K KM,Automatic,"Penang , Bukit Mertajam",,,,,,
2022 Perodua Myvi 1.5 H Hatchback - auto dengan GearUp Sea...,RM 602 / month,"RM 46,400",Perodua Myvi,30 - 35K KM,Automatic,"Perak , Ipoh",,,,,,
2018 BMW X1 2.0 sDrive20i Sport Line SUV - (A) ORI MILEAGE...,RM 697 / month,"RM 53,800",BMW X1,110 - 115K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2020 Toyota Vellfire 2.5 Z Golden Eyes MPV - REGISTERED YE...,"RM 2,162 / month","RM 166,800",Toyota Vellfire,40 - 45K KM,Automatic,"Kuala Lumpur , Cheras",,,,,,
2023 Smart #1 BRABUS SUV - 1 0.0 WARRANTY 2031 APPLE CAR P...,"RM 1,996 / month","RM 153,999",BRABUA SUV,20 - 25K KM,Automatic,"Kuala Lumpur , Old Klang Road",,,,,,
2021/2024 Porsche Taycan Sedan - Performance Battery Plus ...,"RM 3,614 / month","RM 278,800",Porsche Taycan Sedan,25 - 30K KM,Automatic,"Kuala Lumpur , Cheras",,,,,,
2018 BMW 318i 1.5 Luxury Sedan - (A) EXCELLENT CONDITION  ...,RM 582 / month,"RM 44,888",BMW 318i,85 - 90K KM,Automatic,"Johor , Johor Bahru",,,,,,
2019 Honda Step WGN 1.5 SPADA MPV - Stepwagon Mileage 47K ...,"RM 1,670 / month","RM 128,800",Honda Step WGN,45 - 50K KM,Automatic,"Penang , Bukit Mertajam",,,,,,
2015 Toyota Camry 2.0 GX Sedan - One Careful Owner Xenon P...,RM 697 / month,"RM 53,800",Toyota Camry,145 - 150K KM,Automatic,"Penang , Bukit Mertajam",,,,,,
2019 Perodua Myvi 1.5 AV Hatchback - (A) EXCELLENT CONDITI...,RM 465 / month,"RM 35,888",Perodua Myvi,70 - 75K KM,Automatic,"Johor , Johor Bahru",,,,,,
2017 Honda City 1.5 V Sedan - HIGH SPEC (A) EXCELLENT COND...,RM 530 / month,"RM 40,888",Honda City,75 - 80K KM,Automatic,"Johor , Johor Bahru",,,,,,
2018 BMW X5 2.0 xDrive40e M Sport SUV,"RM 1,035 / month","RM 79,800",BMW X5,85 - 90K KM,Automatic,"Johor , Johor Bahru",,,,,,
2013 Perodua Myvi 1.3 SE Hatchback - Auto Low Mileage One ...,RM 296 / month,"RM 22,800",Perodua Myvi,135 - 140K KM,Automatic,"Penang , Bukit Mertajam",,,,,,
2022 Perodua Ativa 1.0 H SUV,RM 704 / month,"RM 54,300",Perodua Ativa,60 - 65K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2018 Perodua Myvi 1.5 AV Hatchback,RM 516 / month,"RM 39,800",Perodua Myvi,60 - 65K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2020 Toyota Yaris 1.5 G Hatchback,RM 777 / month,"RM 59,900",Toyota Yaris,85 - 90K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
"2019 Perodua Aruz 1.5 AV SUV - , ORIGINAL PAINT, 1 OWNER, ...",RM 607 / month,"RM 46,800",Perodua Aruz,85 - 90K KM,Automatic,"Selangor , Klang",,,,,,
2019 Honda HR-V 1.8 E SUV - Spec (A) 5-Years Warranty,RM 672 / month,"RM 51,800",Honda HR-V,55 - 60K KM,Automatic,"Perak , Sitiawan",,,,,,
2016 Nissan X-Trail 2.0 SUV,RM 412 / month,"RM 31,800",Nissan X-Trail,100 - 105K KM,Automatic,"Selangor , Klang",,,,,,
"2022 Proton X50 1.5 Flagship SUV - (A) 3 YEARS WARRANTY, L...",RM 789 / month,"RM 60,868",Proton X50,50 - 55K KM,Automatic,"Kuala Lumpur , Sentul",,,,,,
"2016/2017 Porsche Macan 2.0 SUV - (A) Local Unit, 1 Owner,...","RM 1,595 / month","RM 123,000",Porsche Macan,130 - 135K KM,Automatic,"Kuala Lumpur , Jalan Puchong",,,,,,
"2021 Honda City 1.5 E Hatchback - , Full Service, Acc Free...",RM 732 / month,"RM 56,500",Honda City,70 - 75K KM,Automatic,"Selangor , Klang",,,,,,
2017 Mercedes-Benz E350e 2.0 Exclusive Line Sedan,RM 944 / month,"RM 72,800",Mercedes-Benz E350e,65 - 70K KM,Automatic,"Johor , Johor Bahru",,,,,,
2019 Mazda CX-5 2.0 SKYACTIV-G GLS (Metallic) SUV - FULL S...,RM 970 / month,"RM 74,800",Mazda CX-5,100 - 105K KM,Automatic,"Selangor , Klang",,,,,,
"2015 Audi A4 1.8 TFSI Sedan - n(A) 3 YEARS WARRANTY, FREE ...",RM 530 / month,"RM 40,868",Audi A4,90 - 95K KM,Automatic,"Kuala Lumpur , Sentul",,,,,,
2013 Perodua Alza 1.5 EZi MPV - 7 seats . Loan arranged. T...,RM 257 / month,"RM 19,800",Perodua Alza,125 - 130K KM,Automatic,"Kuala Lumpur , Cheras",,,,,,
2024 BMW X3 2.0 xDrive30i M Sport SUV,"RM 3,679 / month","RM 283,800",BMW X3,15K-20K KM,Automatic,"Negeri Sembilan , Seremban",,,,,,
2022 Honda HR-V 1.5 e:HEV RS SUV - eHEV RS (A) 35K MILEAGE...,"RM 1,242 / month","RM 95,800",Honda HR-V,35 - 40K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
"2016 Mazda CX-3 2.0 SKYACTIV-G SUV - (A) SUNROOF, PUSH STA...",RM 567 / month,"RM 43,700",Mazda CX-3,90 - 95K KM,Automatic,"Selangor , Serdang",,,,,,
2021 BMW 218i 1.5 M Sport Coupe - FULL SERVICE 66K km WARR...,"RM 1,294 / month","RM 99,800",BMW 218i,65 - 70K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2018 Perodua Bezza 1.3 X Premium Sedan,RM 292 / month,"RM 22,500",Perodua Bezza,180 - 185K KM,Automatic,"Selangor , Semenyih",,,,,,
